COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,CONTRACT_NAME
54523,"Impact Tools, Air Powered (Not Road Building)",Brown Mulch / R. Bustos,Brown Mulch / R. Bustos
54523,"Impact Tools, Air Powered (Not Road Building)",,"Home Depot/Overlay/leaf blower, weed eater"
44572112002,"SET NUT DRIVER 3/16"" - 1/2""",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,MSC order for Webberville
54523,"Impact Tools, Air Powered (Not Road Building)","RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 10/6/22    54504190001 - Qty 20 @$290.00ea = $5,800.00",fastenal material for awwbsc
54523,"Impact Tools, Air Powered (Not Road Building)",QTY 13 BOXLIGHTS,BOXLIGHTS
54523,"Impact Tools, Air Powered (Not Road Building)",,Palmetto Packing
54523,"Impact Tools, Air Powered (Not Road Building)",Oil Seal Part#416664,Oil Seals & Bearings for SAR
54523,"Impact Tools, Air Powered (Not Road Building)",Hand tools and Safety Material for Vending machines Walnut Creek Waste water:     Please send invoices to AWWALNUTAP@AUSTINTEXAS.GOV,Hand tools and Safety Material for Vending machines Walnut
4455924,"SAWS, ELECTRIC, PORTABLE,INCLUDING PARTS AND ACCESSORIES","PR622-PARTS FOR LAWN EQUIPMENT REPAIRS-BUYBOARD 529-17    1. ITEM# 537202401, Starter Pulley, QTY: 5 @ $11.82/EA  2. ITEM# 503212813, Screw, QTY: 5 @ $1.35/EA  3. ITEM# 537283401, Spring, QTY: 5 @ $10.63/EA  4. ITEM# 503205216, Screw, QTY: 5 @ $1.35/EA  5. ITEM# 537092501, Pulley, QTY: 5 @ $12.22/EA  6. ITEM# 537241701, Return Spring, QTY: 5 @ $9.86/EA  7. ITEM# 503217716, Screw, QTY: 5 @ $1.35/EA  8. ITEM# 506258102, Starter Pulley, QTY: 5 @ $13.65/EA  9. ITEM# 506258901, Return Spring, QTY: 5 @ $15.28/EA  10. ITEM# 503210722, Screw, QTY: 5 @ $1.02/EA  11. ITEM# 740431300, O-Ring, QTY: 5 @ $3.74/EA  12. ITEM# 506251401, Sealing Holder, QTY: 5 @ $2.36/EA  13. ITEM# 506263101, Sleeve, QTY: 5 @ $3.64/EA  14. ITEM# 506253001, Spring, QTY: 5 @ $2.28/EA  15. ITEM# 532175710, Bracket Assembly Pivot Rear, QTY: 2 @ $4.26/EA  16. ITEM# 817490608, Screw LT, QTY: 2 @ $2.64/EA  17. ITEM# 585445101, C-Tek Battery Charger, QTY: 4 @ $44.67/EA    REFERENCE HCOP QUOTE FROM 5/29/19",PR622-PARTS FOR LAWN EQUIPMENT REPAIRS-BUYBOARD 529-17
54523,"Impact Tools, Air Powered (Not Road Building)",,GRAINGER/BITS/OVERLAY/F LOPEZ
54523,"Impact Tools, Air Powered (Not Road Building)","GF PIPING SYSTEMS  Coupling, CPVC, Fitting Schedule/Class Schedule 80, 1/2"" Pipe Size - Pipe Fitting",HANDCOX - HEAT EXCHANGER PROJECT - 4/27/2020
54523,"Impact Tools, Air Powered (Not Road Building)",,CW Contract for Munoz -Signs
54523,"Impact Tools, Air Powered (Not Road Building)",,HOME DEPOT/MATERIALS FOR SIDEWALK REPAIR/CONCRETE/KIRK
54523,"Impact Tools, Air Powered (Not Road Building)","QTY (10) - PART NUMBER 3FLP2 - Reducing Adapter: 1/2 in x 3/4 in Fitting Pipe Size, Schedule 80, Female Socket x Female NPT, Gray",HANDCOX GRAINGER PARTS - GRAINGER - 11/2022
54523,"Impact Tools, Air Powered (Not Road Building)",ITEM#02261634 FRUITPUNCH QTY-1392    ITEM#73181711 GRAPE  QTY - 1368,G2 GATORADE
54523,"Impact Tools, Air Powered (Not Road Building)",QTY (4) - PART NUMBER 4XK16 - POWER DISTRIBUTION BLOCK,SSC - PARTS FOR EMERGENCY TRAILER - GRAINGER - JUNE 2023
54523,"Impact Tools, Air Powered (Not Road Building)",,Grainger/Overlay/chop saw blade
44572112002,"SET NUT DRIVER 3/16"" - 1/2""",RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 4/26/2018,MSC material for AWWBSC
54523,"Impact Tools, Air Powered (Not Road Building)",1 EA Freight @ $75.00,Valve Boxes for WO # 4385883
54523,"Impact Tools, Air Powered (Not Road Building)","SERIAL# AII276446, MODEL GA11 7,5 BAR  PREV. MAINT. KIT",DAVIS WTP ATLAS COPCO REBUILD PARTS
54523,"Impact Tools, Air Powered (Not Road Building)",,FoxFury Portable Spot LIght
54523,"Impact Tools, Air Powered (Not Road Building)",WAP - Equipment Program Support; Buyer: Dolores Castillo,WAP-Equipment Program Support
54523,"Impact Tools, Air Powered (Not Road Building)",20 Each 5P056 at $11.06 Each,INSTALL HOT WATER LINE FOR WALNUT CREEK
54523,"Impact Tools, Air Powered (Not Road Building)",QTY(1) - PART NUMBER 10030-08550  WACHS TC-100 79-422-05,PUMPING - WACHS CONTROLLER - FASTENAL -AUG 2022
54523,"Impact Tools, Air Powered (Not Road Building)","SOUTH DISTRICT MAINTENANCE Electrical and safety products.  REPLACE, INSTALL, REPAIR ELECTRICAL LIGHTING AND COMPONENTS FOR SOUTH DISTRICT PARKS.   EAR PLUGS AND SAFETY GLASSES FOR SOUTH DISTRICT MAINTENANCE STAFF      Contact Manuel Soza 512-495-9163    Refer to quote 2038046851 for details   Small Tools   $173.47",SOUTH DISTRICT MAINTENANCE Electrical and safety products
54523,"Impact Tools, Air Powered (Not Road Building)",ORD-21749  2 each lithonia lighting #SYSC MLX-lighting controller @ $1615.48   4 each lithonia lighting #SN6972/SQCS-6P-8C-BJ4-TR,Lithonia parts.
54523,"Impact Tools, Air Powered (Not Road Building)",,Home Depot/Utility Cuts/nuts and bolts
54523,"Impact Tools, Air Powered (Not Road Building)",,green clean vacuum bags
54523,"Impact Tools, Air Powered (Not Road Building)",1 each Single Floor Polisher # 4VDX7 $989.17  1 each Self Contained Extractor #4NEK6 $1833.72  Replaces DO 13072317907,Floor Polisher & Extractor for Facilities Service
54523,"Impact Tools, Air Powered (Not Road Building)","5 case Floor Burnishing Pads, 27"" # 78318805 @68.47= $342.35",Floor Pads for ABIA  MAX PO# 8478 PR# 6507
54523,"Impact Tools, Air Powered (Not Road Building)",,Home Depot/Special Proj/propane tank
54523,"Impact Tools, Air Powered (Not Road Building)",Labor Cost for Previously Installed Cabinets at CTECC & Revision of Weekend Work  Requester: Weldon Hubbard,Labor Cost for Cabinet Installation
54523,"Impact Tools, Air Powered (Not Road Building)","socket set, impact wrench, bench vice",Home Depot/Shon Johnson/sprayer
54523,"Impact Tools, Air Powered (Not Road Building)",PR 2019-11033    Contact Ruben Salinas 512.974.9526    Alamo Recreation Center Facility Energy Conservation Lighting Upgrade    Quote 1348774992    21 ea 2BLT4R 40L ADP GZ10 LP840 @ $98.06 = $2059.26  1 ea  2BLT4R 40L ADP GZ10 EL14L LP840 @ $298.06 = $298.06  6 ea LBL4 4000LM 80CRI 40K NODIM MVOLT @ $124.56 = $747.36  1 ea LBL4 4000LM 80CRI 40K NODIM MVOLT EL7L @ $312.06 = $312.06  6 ea JSF 13IN 18LM 40K 90CRI MVOLT ZT WH @ $84.13 = $504.78  4 ea LDN6RV 40/10 LR6AR LSS MVOLT GZ10 LH @ #131.06 = $524.24    Total $4445.76,Alamo Rec Ctr Facility Energy Conservation Lighting Upgrade
54523,"Impact Tools, Air Powered (Not Road Building)",Native TX Hardwood Mulch-50 Bags,Native TX Hardwood Mulch-50 Bags
44500,"HAND TOOLS (POWERED AND NON-POWERED), ACCESSORIES","qty 1 @ 207.00 ea Right Angle Grinder 7"" or 9"" Milwaukee",Various Tools/Markings
54523,"Impact Tools, Air Powered (Not Road Building)",Timken 473228,Bearings & Oil seals for SAR Stock
54523,"Impact Tools, Air Powered (Not Road Building)","2 case Buffing Pads, 27"" #78318805 @67.12 = $134.24","Buffing Pads 27""  MAX PO# 5348 PR # 3436"
54523,"Impact Tools, Air Powered (Not Road Building)",,BSD Purchase - April 2012
54523,"Impact Tools, Air Powered (Not Road Building)",,"HOME DEPOT/SHELVES,HANGERS/CENTRAL/J COLVIN"
54523,"Impact Tools, Air Powered (Not Road Building)",,DAVIS WTP-GRAINGER-PUMP/LASER-MAY 2020
54523,"Impact Tools, Air Powered (Not Road Building)",RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 3/18/22    45021881001 - Qty 1 @$194.04ea = $194.04    Added line to pay late Invoice TXAU1173865 not paid prior to FY close.,fastenal material for awgbsc
54523,"Impact Tools, Air Powered (Not Road Building)",Leather Gloves,Eli Mendoza/Asphalt Temperature Guns
54523,"Impact Tools, Air Powered (Not Road Building)",Qty 1 x 216.23,Grainger Purchase
44572112002,"SET NUT DRIVER 3/16"" - 1/2""",RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,material needed at gbsc
54523,"Impact Tools, Air Powered (Not Road Building)","Lowe's / Dale Fischer / mailbox, WD-40, sponge, nozzle","Lowe's / Dale Fischer / mailbox, WD-40, sponge, nozzle"
54523,"Impact Tools, Air Powered (Not Road Building)",,Blanket DO for Home Depot FY2018
54523,"Impact Tools, Air Powered (Not Road Building)",,Home Depot/John Ford/Frank Lopez/Generator/plugs
44564100007,SCREWDRIVER INDUSTRIAL FLATHEAD 1/8IN X 3IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 6/11/2018,Grainger material for AWWBSC
54523,"Impact Tools, Air Powered (Not Road Building)",700 series vacuum pressure modules,vacuum pressure modules
54523,"Impact Tools, Air Powered (Not Road Building)",,Home Depot/Central Dist.
54523,"Impact Tools, Air Powered (Not Road Building)",,April 2010 - Purchase of Batteries - WO 115465
54523,"Impact Tools, Air Powered (Not Road Building)",9724614244 (Boltless Shelving) Office of Vital Records/ Records,"BOLT CUTTERS, BOLTLESS SHELVING"
54523,"Impact Tools, Air Powered (Not Road Building)",,BSD Purchase - March 2012
54523,"Impact Tools, Air Powered (Not Road Building)",,Home Depot/Overlay/chiloria tabs
54523,"Impact Tools, Air Powered (Not Road Building)",,"Home Depot/Utility Cuts/socket set, wrenches, screw drivers"
54523,"Impact Tools, Air Powered (Not Road Building)",,Grainger/Crack Seal Material/Alfred Leday
54523,"Impact Tools, Air Powered (Not Road Building)",,Air Panel Impact Tools
54523,"Impact Tools, Air Powered (Not Road Building)","1/2-inch sch 80 PVC 90 elbow, female socket",DAVIS - POLYMER - GRAINGER - OCT 2021
54523,"Impact Tools, Air Powered (Not Road Building)",Timken JM822010,Timken Bearings for SAR Stock
5450910,Chain Saw Parts,,"Travis Tractor/SCI/chainsaw, oil mix"
54523,"Impact Tools, Air Powered (Not Road Building)",Various Tools; Buyer: Matt Samaripa,Various Tools
54523,"Impact Tools, Air Powered (Not Road Building)","QTY: 1 - PN: 483G97 - Socket: 1/2 in Drive Size, 5/8 in Socket Size, 12-Point, Std, Chrome",GRAINGER - ULLRICH - TOOLS/EQUIPMENT - SEP2023
54523,"Impact Tools, Air Powered (Not Road Building)",Qty of 2 @ 75.22 ea,Safety Equipment for Metershop Confine Space
54523,"Impact Tools, Air Powered (Not Road Building)",,Home Depot/Overlay/water dispenser
54523,"Impact Tools, Air Powered (Not Road Building)",Per Grainger Quote Number 2017448413   Dated 12/18/12  Customer # 856141189,CID Jackets
54523,"Impact Tools, Air Powered (Not Road Building)",marking paint,Grainger/Steven Robles/warning flags
54523,"Impact Tools, Air Powered (Not Road Building)",,Grainger/NOrth Dist/150 bags perma patch
44564100007,SCREWDRIVER INDUSTRIAL FLATHEAD 1/8IN X 3IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 3/28/2018,Grainger material for Webberville warehouse
54523,"Impact Tools, Air Powered (Not Road Building)",,Lowe's/UER/float trowel edger nail bags
54523,"Impact Tools, Air Powered (Not Road Building)",Grainger FY15 Blanket DO,Grainger FY16 Blanket DO
54523,"Impact Tools, Air Powered (Not Road Building)",PR #1070  VARIOUS BATTERIES  WEB ORDER #39313449  ATTN: TERRY WALKER,BATTERIES
54523,"Impact Tools, Air Powered (Not Road Building)",QTY (8) - PART NUMBER 1EF57 - MINIATURE DISTRIBUTION BLOCK,SSC - PARTS FOR EMERGENCY TRAILER - GRAINGER - JUNE 2023
54523,"Impact Tools, Air Powered (Not Road Building)",QTY (68) - PART NUMBER 35KR41 - GENERAL PURPOSE RELAY,SSC - PARTS FOR EMERGENCY TRAILER - GRAINGER - JUNE 2023
54523,"Impact Tools, Air Powered (Not Road Building)",,Home Depot/Joe Hernandez/storage chest
54523,"Impact Tools, Air Powered (Not Road Building)","6 Case, Pad, Floor, Burnishing, 27"" High speed, #78318805 @68.47=$410.82",floor pads for ABIA  PR 7172 MAX PO 9174
54523,"Impact Tools, Air Powered (Not Road Building)",,Fastenal Blanket DO for FY2015
54523,"Impact Tools, Air Powered (Not Road Building)",5 Sensors at 328.26  Mfg Brand Name: MSA  Manufacturer Part No: 10106722,Various Gas Monitor Sensors for Lift Stations
54523,"Impact Tools, Air Powered (Not Road Building)",RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 7/12/21    32091950001 - Qty 500 @$0.11ea = $55.00,Fastenal material for awwbsc
44532101005,FILE HALF ROUND BASTARD 14 INCH,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 3/28/2018,Grainger material for Webberville warehouse
44506160001,"BIT, DRILL SET, 14 PC",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Grainger keep stock order for Webberville warehouse
67015741002,TOOL REROUNDING FOR TYPE K COPPER TUBE 1IN,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE____________,material needed at awgbsc
44506,"Bits, Dies, Drivers, Reamers, Taps, etc. (For Hand",,"Lowe's/Concrete/bits, carpenter pencils, grout"
44521110001,CUTTER TUBING BRASS & COP 5/8 TO 2 IN,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,Material needed at Glen Bell warehouse
44532104003,FILE MILL SMOOTH 12 INCH,RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________  .  DELIVERY DATE SHALL BE NO LATER THAN  7/29/20,MSC material for AWGBSC
44521110002,CUTTER TUBING BRASS & COP 3/16 TO 1-1/8 IN,RC LN_____ QTY DEL______ P/F_____ B/O______ DEL DATE_________,material needed at wbsc
44521110003,CUTTER TUBING BRASS & COP 1/8 TO 1 IN,RC LN_______QTY DEL_____P/F_____B/O_____DEL DATE_________,MATERIAL NEEDED AT AWWBSC
44506,"Bits, Dies, Drivers, Reamers, Taps, etc. (For Hand",,"ACE CONTRACTORS/EPOXY, CALK GUNS/UTIL CUTS/GIROD"
44521110003,CUTTER TUBING BRASS & COP 1/8 TO 1 IN,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Materials needed at Glen Bell warehouse
44521100001,CUTTER BOLT 18 IN,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Materials needed at awwbsc
89049315004,SLEEVE CI MECH JT CUTTING IN 12 IN,RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________,CM material for AWGBSC
67015470002,"Cutter PVC Ratcheting, 1/2"" TO 2"" Pipe",RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at awgbsc
65947570002,INSERTS PIPE STIFFNERS FOR PLASTIC POLYETHYLENE 1IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 11/31/2018,Fortiline material for AWWBSC
89050135002,TEE PVC SEWER SDR-35 8 X 6 IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 10/15/2018,ACT material for AWWBSC
67015470002,"Cutter PVC Ratcheting, 1/2"" TO 2"" Pipe",RC LN_____QTY DEL_____P/F_____B/O____DEL DATE______,material needed at awgbsc
65947570002,INSERTS PIPE STIFFNERS FOR PLASTIC POLYETHYLENE 1IN,RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________    DELIVERY DATE SHALL BE NO LATER THAN  12/10/2019.,Ferguson material for AWWSC
67039115009,ELBOW PVC SCHED 40 45 DEG 1/2 IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN   10/19/2018,MSC material for AWWBSC
89050135002,TEE PVC SEWER SDR-35 8 X 6 IN,RC LN_____ QTY DEL____ P/F____ B/O_____ DEL DATE__________,material needed at wbsc
67039110007,PIPE PVC SCHED 40 2 IN,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE___________,MATERIAL NEEDED AT GBSC
89050170017,ADAPTER PVC 6 IN CI X 6 IN CI,RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________  .  DELIVERY DATE SHALL BE NO LATER THAN 3/2020  4/28/2020,CM material for AWWBSC
89050170017,ADAPTER PVC 6 IN CI X 6 IN CI,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,PVC adapters for Webberville warehouse
1078820003,PIPE PROTECTOR POLY TUBE 29 INCHES FOR 8-12 INCHES PIPE,RC LN____ QTY DEL____ P/F_____ B/O_____ DEL DATE_______,material needed at awgbsc
89050120012,ELBOW PVC SEWER SDR-35 45 DEG 4 INCH,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at wbsc
65933790002,COUPLING PVC SCH40 COMPRESSION 3/4 INCH,RC LN___ QTY DEL____ P/F____ B/O____ DEL DATE_____,material needed at awbsc
65985850002,TEE SCH 40 PVC 1/2 SLIP,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at wbsc
89050115009,"Pipe, PVC, Water PC 305/C900 DR-14, 8-INCH,305 PSI","RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________    8"" water pipe for Periwinkle Path","8"" water pipe for Periwinkle Path"
65858380005,PIPE POLYETHYLENE HDPE 2 INCH,RC LN____ QTY DEL___ P/F___ B/O____ DEL DATE)______,material needed at awgbsc
65858380002,PIPE POLYETHYLENE HDPE 1 INCH,RC LN___ QTY DEL___ P/F___ B/O____ DEL DATE______,material needed at awbsc
65858380005,PIPE POLYETHYLENE HDPE 2 INCH,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 11/1/2018,non-contract material from CM for AWWBSC and AWGBSC
67039105015,ADAPTER PVC SCHED 40 3/4 IN PVC TO 3/4 IN MIPT,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE__________,material needed at awgbsc
89050115009,"Pipe, PVC, Water PC 305/C900 DR-14, 8-INCH,305 PSI",RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____  DELIVERY DATE SHALL BE NO LATER THAN 4/1/20,Wolseley material for awgbsc
44521125002,WHEEL CUTTER PIPE FOR RIGID #42 STANDARD THIN,RC LN___ QTY DEL____ P/F____ B/O____ DEL DATE_____,material needed at awgbsc
89050115010,"Pipe, PVC, Water PC 305/C900 DR-14, 12-INCH,305 PSI",RC LN______QTY DEL_____P/F____B/O_____DEL DATE___________,material needed at awgbsc
67015470002,"Cutter PVC Ratcheting, 1/2"" TO 2"" Pipe",RC LN______ QTY DEL_____ P/F_____ B/O_____ DEL DATE___________,MATERIAL NEEDED AT GBSC
65858380004,PIPE POLYETHYLENE HDPE 1-1/2 INCH,RC LN_____ QTY DEL______ P/F_____ B/O_____ REC DATE____________,material needed at storeroom
44521115001,CUTTER PIPE POLYTHYLENE 1/8 TO 1-1/2 INCH,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE___________,MATERIAL NEEDED AT WBSC
67039110015,PIPE PVC SCHED 40 1/2 IN,RC LN____ QTY DEL____ P/F____ B/O_____ DEL DATE_______,material needed at awbsc
28519,"Conduit and Fittings, Plastic/Pvc",,"Tape, Fittings/connectors, Channel Strut, wire"
65858380004,PIPE POLYETHYLENE HDPE 1-1/2 INCH,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE___________,MATERIAL NEEDED AT GBSC
6593643,"CROSS, PVC (SDR35)","size 12"" X 6"" SCH 80 PVC cross pipe fittings 12 bolt flange on the 12"" side, 8 bolt flange on the 6"" side",PVC pipe and Gaskets for Hornsby-J Helgren
89050145002,WYE PVC SEWER SDR-35 8 X 6 IN,RC LN______ QTY DEL______ P/F______ B/O_____ DEL DATE____________,material needed at wbsc
65941890001,Elbow PVC Sewer SDR-35 Gasket X Spigot End 22-1/2 Deg 4 Inch,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Material needed at awwbsc
65947570003,INSERTS PIPE STIFFNERS FOR PLASTIC POLYETHYLENE 1-1/2IN,RC LN___ QTY DEL___ P/F___ B/O____ DEL DATE________,material needed at awgbsc
67015470002,"Cutter PVC Ratcheting, 1/2"" TO 2"" Pipe",RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE________,maretial needed at awgbsc
6586010,"PIPE, PVC, CLEAR, R4000",,"pvc tube  1/2"""
65947570004,INSERTS PIPE STIFFNERS FOR PLASTIC POLYETHYLENE 2IN,RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________,CM material for AWWBSC - material wrong on contract
65947570002,INSERTS PIPE STIFFNERS FOR PLASTIC POLYETHYLENE 1IN,RC LN___ QTY DEL___ P/F___ B/O____ DEL DATE________,material needed at awgbsc
65941890001,Elbow PVC Sewer SDR-35 Gasket X Spigot End 22-1/2 Deg 4 Inch,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 8/18/20,cm material for awwbsc
67015470002,"Cutter PVC Ratcheting, 1/2"" TO 2"" Pipe",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Material needed at Glen Bell warehouse
65858380004,PIPE POLYETHYLENE HDPE 1-1/2 INCH,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____  DELIVERY DATE SHALL BE NO LATER THAN 1/25/19,cm non contract material for awgbsc
89050135001,TEE PVC SEWER SDR-35 6 X 6 IN,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,PVC sewer parts for Webberville warehouse
65858380002,PIPE POLYETHYLENE HDPE 1 INCH,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 3/8/21,cm material for awgbsc
65985850004,TEE SCH 40 PVC 1 SLIP,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 8/30/18,MSC material for AWWBSC
89050145001,WYE PVC SEWER SDR-35 6 X 6 IN,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Material needed at awwbsc
89050115001,PIPE PVC WATER CL 200/C900 DR-14 4 IN,RC LN____ QTY DEL___ P/F___ B/O___ DEL DATE_______,material needed at awbsc
65860402005,PIPE PVC SEWER SDR-26 6 INCH,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 6/7/2018,Ferguson material for AWWBSC
67005100001,6KWT1 SOLVENT PVC CLEANER PIPE JOINT,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____,msc material for awgbsc
67015470002,"Cutter PVC Ratcheting, 1/2"" TO 2"" Pipe",RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________    DELIVERY DATE SHALL BE NO LATER THAN  3/12/2019,Grainger material for AWWBSC
65985850006,TEE SCH 40 PVC 1 1/2 SLIP,RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE______,MATERIAL NEEDED AT AWBSC
